Name;Source Name;M;M1;N;X0;eps;h;n;r0;repetition;rho;sigma;tipo;average;max;min;timeSGD
N:200-n:3-r0:1-rho:0.7-M:1;KSS_review.py;1;1000000;200;0,5;0,01;0,01;3;1;100;0,7;0,5;lagrange;;;;
N:200-n:3-r0:1-rho:0.6-M:10000;KSS_review.py;10000;1000000;200;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;2,63;6;2;0,968653821
N:200-n:3-r0:1-rho:0.6-M:1000;KSS_review.py;1000;1000000;200;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;6,11;33;2;0,194927599
N:200-n:3-r0:1-rho:0.6-M:100;KSS_review.py;100;1000000;200;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;22,93;129;2;0,155334089
N:200-n:3-r0:1-rho:0.6-M:10;KSS_review.py;10;1000000;200;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;126,97;989;10;0,570719018
N:200-n:3-r0:1-rho:0.6-M:1;KSS_review.py;1;1000000;200;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;1069,28;3735;149;379.629.557.430.002
N:100-n:8-r0:10-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;10;100;0,9;0,5;lagrange;4;4;4;13.111.730.836.700.000
N:100-n:8-r0:10-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;10;100;0,9;0,5;lagrange;5,11;16;3;0,122400231
N:100-n:8-r0:10-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;10;100;0,9;0,5;lagrange;22,35;213;5;0,085848273
N:100-n:8-r0:10-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;10;100;0,9;0,5;lagrange;132,53;397;16;0,30935245
N:100-n:8-r0:10-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;10;100;0,9;0,5;lagrange;973,04;3661;145;178.546.030.529.993
N:100-n:8-r0:10-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;10;100;0,8;0,5;lagrange;4,02;6;4;13.087.474.974.199.700
N:100-n:8-r0:10-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;10;100;0,8;0,5;lagrange;5,2;9;4;0,124118589
N:100-n:8-r0:10-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;10;100;0,8;0,5;lagrange;17,94;53;5;0,067957346
N:100-n:8-r0:10-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;10;100;0,8;0,5;lagrange;139,21;523;23;0,323090398
N:100-n:8-r0:10-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;10;100;0,8;0,5;lagrange;1100,15;3009;136;19.944.522.185.499.900
N:100-n:8-r0:10-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;10;100;0,7;0,5;lagrange;4,57;5;4;14.926.216.976.200.500
N:100-n:8-r0:10-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;10;100;0,7;0,5;lagrange;6,11;17;4;0,144319526
N:100-n:8-r0:10-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;10;100;0,7;0,5;lagrange;22,51;48;6;0,086759704
N:100-n:8-r0:10-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;10;100;0,7;0,5;lagrange;157,57;404;40;0,372977715
N:100-n:8-r0:10-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;10;100;0,7;0,5;lagrange;1602,05;4339;348;2.905.045.171.100.060
N:100-n:8-r0:10-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;10;100;0,6;0,5;lagrange;5,17;6;5;1.699.225.197.170.010
N:100-n:8-r0:10-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;10;100;0,6;0,5;lagrange;7,08;15;5;0,165455107
N:100-n:8-r0:10-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;10;100;0,6;0,5;lagrange;26,02;62;6;0,099740539
N:100-n:8-r0:10-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;10;100;0,6;0,5;lagrange;213,95;710;36;0,498343072
N:100-n:8-r0:10-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;10;100;0,6;0,5;lagrange;2890,04;4999;622;5.229.122.097.509.970
N:100-n:8-r0:5-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;5;100;0,9;0,5;lagrange;2,04;3;2;0,672996563
N:100-n:8-r0:5-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;5;100;0,9;0,5;lagrange;3,83;18;2;0,09367877
N:100-n:8-r0:5-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;5;100;0,9;0,5;lagrange;21,42;93;4;0,081599563
N:100-n:8-r0:5-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;5;100;0,9;0,5;lagrange;195,62;1755;14;0,456285505
N:100-n:8-r0:5-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;5;100;0,9;0,5;lagrange;1610,07;4999;139;29.185.684.277.799.700
N:100-n:8-r0:5-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;5;100;0,8;0,5;lagrange;2,07;4;2;0,683446029
N:100-n:8-r0:5-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;5;100;0,8;0,5;lagrange;3,54;19;2;0,087581534
N:100-n:8-r0:5-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;5;100;0,8;0,5;lagrange;16,61;64;2;0,06379568
N:100-n:8-r0:5-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;5;100;0,8;0,5;lagrange;126,65;544;29;0,295933634
N:100-n:8-r0:5-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;5;100;0,8;0,5;lagrange;1008,07;3886;120;18.274.377.740.400.000
N:100-n:8-r0:5-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;5;100;0,7;0,5;lagrange;2,02;3;2;0,67004506
N:100-n:8-r0:5-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;5;100;0,7;0,5;lagrange;3,86;14;2;0,09461213
N:100-n:8-r0:5-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;5;100;0,7;0,5;lagrange;14,84;51;3;0,057036386
N:100-n:8-r0:5-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;5;100;0,7;0,5;lagrange;122,03;399;31;0,284378966
N:100-n:8-r0:5-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;5;100;0,7;0,5;lagrange;1077,27;3706;196;19.711.645.477.400.400
N:100-n:8-r0:5-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;5;100;0,6;0,5;lagrange;2,02;3;2;0,661998581
N:100-n:8-r0:5-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;5;100;0,6;0,5;lagrange;3,85;9;2;0,093909514
N:100-n:8-r0:5-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;5;100;0,6;0,5;lagrange;17,41;61;3;0,066802986
N:100-n:8-r0:5-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;5;100;0,6;0,5;lagrange;123,86;336;23;0,287437361
N:100-n:8-r0:5-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;5;100;0,6;0,5;lagrange;1699,85;4999;295;3.081.296.319.159.880
N:100-n:8-r0:1-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;1;100;0,9;0,5;lagrange;121,77;138;110;3.973.673.889.044.000
N:100-n:8-r0:1-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;1;100;0,9;0,5;lagrange;141,23;299;102;30.862.194.764.000.000
N:100-n:8-r0:1-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;1;100;0,9;0,5;lagrange;368,74;3533;95;13.989.155.693.299.800
N:100-n:8-r0:1-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;1;100;0,9;0,5;lagrange;1709,11;4999;81;40.385.960.813.000.500
N:100-n:8-r0:1-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;1;100;0,9;0,5;lagrange;4191,51;4999;235;7.612.160.050.860.110
N:100-n:8-r0:1-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;1;100;0,8;0,5;lagrange;55,18;66;49;17.566.300.244.719.800
N:100-n:8-r0:1-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;1;100;0,8;0,5;lagrange;62,47;90;51;13.710.054.468.600.700
N:100-n:8-r0:1-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;1;100;0,8;0,5;lagrange;116,59;559;48;0,446021679
N:100-n:8-r0:1-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;1;100;0,8;0,5;lagrange;604,2;4141;51;14.090.375.092.200.700
N:100-n:8-r0:1-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;1;100;0,8;0,5;lagrange;2696,11;4999;117;4.890.634.364.800.060
N:100-n:8-r0:1-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;1;100;0,7;0,5;lagrange;32,53;37;30;10.547.971.743.800.000
N:100-n:8-r0:1-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;1;100;0,7;0,5;lagrange;35,65;66;28;0,786012217
N:100-n:8-r0:1-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;1;100;0,7;0,5;lagrange;60,29;267;29;0,229965545
N:100-n:8-r0:1-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;1;100;0,7;0,5;lagrange;157,1;674;25;0,366190642
N:100-n:8-r0:1-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;1;100;0,7;0,5;lagrange;1416,72;4999;130;25.668.974.829.099.800
N:100-n:8-r0:1-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;8;1;100;0,6;0,5;lagrange;21,84;24;21;714.795.006.357.992
N:100-n:8-r0:1-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;8;1;100;0,6;0,5;lagrange;24,74;42;20;0,548992536
N:100-n:8-r0:1-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;8;1;100;0,6;0,5;lagrange;40,67;136;19;0,155157492
N:100-n:8-r0:1-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;8;1;100;0,6;0,5;lagrange;129,28;592;24;0,302140943
N:100-n:8-r0:1-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;8;1;100;0,6;0,5;lagrange;901,41;4520;57;16.312.399.115.100.500
N:100-n:7-r0:10-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;10;100;0,9;0,5;lagrange;4;4;4;11.836.579.534.699.500
N:100-n:7-r0:10-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;10;100;0,9;0,5;lagrange;5,63;27;4;0,12441492
N:100-n:7-r0:10-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;10;100;0,9;0,5;lagrange;20,2;156;5;0,075538635
N:100-n:7-r0:10-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;10;100;0,9;0,5;lagrange;127,88;654;31;0,296626544
N:100-n:7-r0:10-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;10;100;0,9;0,5;lagrange;916,35;4999;176;16.551.738.761.700.100
N:100-n:7-r0:10-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;10;100;0,8;0,5;lagrange;4,97;5;4;14.662.905.609.300.600
N:100-n:7-r0:10-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;10;100;0,8;0,5;lagrange;5,88;11;4;0,128847792
N:100-n:7-r0:10-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;10;100;0,8;0,5;lagrange;20,69;59;5;0,076324395
N:100-n:7-r0:10-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;10;100;0,8;0,5;lagrange;122,57;333;21;0,285180519
N:100-n:7-r0:10-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;10;100;0,8;0,5;lagrange;954,56;3108;262;17.233.060.911.699.400
N:100-n:7-r0:10-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;10;100;0,7;0,5;lagrange;5,17;6;5;15.227.147.127.399.800
N:100-n:7-r0:10-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;10;100;0,7;0,5;lagrange;6,65;17;5;0,144817689
N:100-n:7-r0:10-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;10;100;0,7;0,5;lagrange;24,08;72;6;0,089933779
N:100-n:7-r0:10-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;10;100;0,7;0,5;lagrange;162;355;33;0,377207022
N:100-n:7-r0:10-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;10;100;0,7;0,5;lagrange;1609,51;4259;544;29.092.572.634.200.000
N:100-n:7-r0:10-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;10;100;0,6;0,5;lagrange;6,22;7;6;18.414.743.984.000.200
N:100-n:7-r0:10-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;10;100;0,6;0,5;lagrange;8,06;15;6;0,173161078
N:100-n:7-r0:10-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;10;100;0,6;0,5;lagrange;27,63;86;7;0,101619907
N:100-n:7-r0:10-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;10;100;0,6;0,5;lagrange;225,38;728;41;0,523590513
N:100-n:7-r0:10-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;10;100;0,6;0,5;lagrange;2788,94;4999;309;50.368.808.041.101.100
N:100-n:7-r0:5-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;5;100;0,9;0,5;lagrange;2,02;3;2;0,601899505
N:100-n:7-r0:5-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;5;100;0,9;0,5;lagrange;4,59;34;2;0,098111458
N:100-n:7-r0:5-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;5;100;0,9;0,5;lagrange;20,43;120;2;0,075848536
N:100-n:7-r0:5-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;5;100;0,9;0,5;lagrange;151,68;1563;17;0,353371057
N:100-n:7-r0:5-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;5;100;0,9;0,5;lagrange;1322,61;4999;126;2.387.041.822.589.960
N:100-n:7-r0:5-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;5;100;0,8;0,5;lagrange;2,04;3;2;0,603802396
N:100-n:7-r0:5-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;5;100;0,8;0,5;lagrange;3,79;18;2;0,081393369
N:100-n:7-r0:5-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;5;100;0,8;0,5;lagrange;17,66;89;3;0,065627922
N:100-n:7-r0:5-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;5;100;0,8;0,5;lagrange;138,61;1190;14;0,322529337
N:100-n:7-r0:5-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;5;100;0,8;0,5;lagrange;775,19;2117;123;14.010.098.566.700.600
N:100-n:7-r0:5-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;5;100;0,7;0,5;lagrange;2,03;3;2;0,603329922
N:100-n:7-r0:5-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;5;100;0,7;0,5;lagrange;3,89;16;2;0,084006404
N:100-n:7-r0:5-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;5;100;0,7;0,5;lagrange;16,42;80;4;0,060852587
N:100-n:7-r0:5-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;5;100;0,7;0,5;lagrange;114,56;381;27;0,266590067
M=1, 10, 100;KSS_review.py;;1000000;;0,5;0,01;0,01;;;100;;0,5;lagrange;;;;
N:100-n:7-r0:5-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;5;100;0,7;0,5;lagrange;960,1;3058;196;17.386.474.889.399.600
N:100-n:7-r0:5-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;5;100;0,6;0,5;lagrange;2,18;4;2;0,636907894
N:100-n:7-r0:5-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;5;100;0,6;0,5;lagrange;3,89;8;2;0,084548644
N:100-n:7-r0:5-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;5;100;0,6;0,5;lagrange;17,94;59;3;0,066681708
N:100-n:7-r0:5-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;5;100;0,6;0,5;lagrange;132,31;335;27;0,307484457
N:100-n:7-r0:5-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;5;100;0,6;0,5;lagrange;1561,86;4113;394;28.273.246.695.700.000
N:100-n:7-r0:1-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;1;100;0,9;0,5;lagrange;74,36;83;66;21.735.345.533.360.000
N:100-n:7-r0:1-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;1;100;0,9;0,5;lagrange;86,14;234;62;17.601.662.463.799.500
N:100-n:7-r0:1-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;1;100;0,9;0,5;lagrange;247,94;2321;49;0,91979339
N:100-n:7-r0:1-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;1;100;0,9;0,5;lagrange;1411,5;4999;62;3.278.837.812.779.960
N:100-n:7-r0:1-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;1;100;0,9;0,5;lagrange;4169,14;4999;252;7.541.634.008.760.010
N:100-n:7-r0:1-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;1;100;0,8;0,5;lagrange;38,27;46;35;11.121.861.625.370.000
N:100-n:7-r0:1-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;1;100;0,8;0,5;lagrange;44,22;81;35;0,904009487
N:100-n:7-r0:1-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;1;100;0,8;0,5;lagrange;76,15;336;30;0,283385757
N:100-n:7-r0:1-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;1;100;0,8;0,5;lagrange;483,88;3114;35;11.244.537.743.000.500
N:100-n:7-r0:1-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;1;100;0,8;0,5;lagrange;2692,82;4999;100;4.868.008.288.400.010
N:100-n:7-r0:1-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;1;100;0,7;0,5;lagrange;24,27;28;23;703.621.456.480.003
N:100-n:7-r0:1-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;1;100;0,7;0,5;lagrange;27,36;47;20;0,564572479
N:100-n:7-r0:1-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;1;100;0,7;0,5;lagrange;48,08;244;19;0,178210341
N:100-n:7-r0:1-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;1;100;0,7;0,5;lagrange;234,77;1342;17;0,545302408
N:100-n:7-r0:1-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;1;100;0,7;0,5;lagrange;1367,89;4999;63;24.751.958.302.799.900
N:100-n:7-r0:1-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;7;1;100;0,6;0,5;lagrange;17,22;19;16;503.951.878.453.001
N:100-n:7-r0:1-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;7;1;100;0,6;0,5;lagrange;20,03;35;16;0,419093567
N:100-n:7-r0:1-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;7;1;100;0,6;0,5;lagrange;32,42;193;13;0,120644147
N:100-n:7-r0:1-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;7;1;100;0,6;0,5;lagrange;114,68;448;14;0,266260723
N:100-n:7-r0:1-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;7;1;100;0,6;0,5;lagrange;785,11;2420;63;14.207.146.294.200.300
N:100-n:6-r0:10-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;10;100;0,9;0,5;lagrange;5;5;5;13.130.756.400.399.600
N:100-n:6-r0:10-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;10;100;0,9;0,5;lagrange;6,43;18;5;0,120386266
N:100-n:6-r0:10-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;10;100;0,9;0,5;lagrange;17,92;49;5;0,065131116
N:100-n:6-r0:10-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;10;100;0,9;0,5;lagrange;128,27;514;19;0,296664228
N:100-n:6-r0:10-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;10;100;0,9;0,5;lagrange;830,03;3190;108;15.014.762.817.400.300
N:100-n:6-r0:10-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;10;100;0,8;0,5;lagrange;5,26;6;5;13.862.822.317.500.100
N:100-n:6-r0:10-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;10;100;0,8;0,5;lagrange;6,52;10;5;0,122790765
N:100-n:6-r0:10-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;10;100;0,8;0,5;lagrange;21,75;63;6;0,079416243
N:100-n:6-r0:10-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;10;100;0,8;0,5;lagrange;120,5;370;23;0,278999525
N:100-n:6-r0:10-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;10;100;0,8;0,5;lagrange;985,41;2429;174;17.811.538.999.099.800
N:100-n:6-r0:10-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;10;100;0,7;0,5;lagrange;6,11;7;6;16.130.642.121.900.000
N:100-n:6-r0:10-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;10;100;0,7;0,5;lagrange;7,94;19;6;0,148699137
N:100-n:6-r0:10-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;10;100;0,7;0,5;lagrange;22,62;62;6;0,08268241
N:100-n:6-r0:10-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;10;100;0,7;0,5;lagrange;152,11;475;30;0,352531502
N:100-n:6-r0:10-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;10;100;0,7;0,5;lagrange;1338,64;4322;152;2.419.674.504.939.970
N:100-n:6-r0:10-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;8;8;8;20.963.465.213.900.000
N:100-n:6-r0:10-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;9,49;17;8;0,178242399
N:100-n:6-r0:10-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;30,24;77;9;0,1106744
N:100-n:6-r0:10-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;230,94;505;35;0,534819055
N:100-n:6-r0:10-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;2739,69;4999;374;4.958.503.024.169.980
N:100-n:6-r0:5-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;2,06;3;2;0,553107985
N:100-n:6-r0:5-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;3,83;12;2;0,072357328
N:100-n:6-r0:5-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;19,75;134;3;0,072025994
N:100-n:6-r0:5-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;151,44;1455;13;0,350246115
N:100-n:6-r0:5-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;988,66;4999;84;1.788.338.445.870.030
N:100-n:6-r0:5-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;2,28;3;2;0,604749466
N:100-n:6-r0:5-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;4,29;17;2;0,080821521
N:100-n:6-r0:5-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;17,14;100;3;0,062021219
N:100-n:6-r0:5-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;109,04;375;20;0,254946414
N:100-n:6-r0:5-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;819,74;3372;165;1.500.198.173.539.970
N:100-n:6-r0:5-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;5;100;0,7;0,5;lagrange;2,99;3;2;0,796175125
